-BEGIN HEADER-,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,
Location: Latitude  51.4919   Longitude 10.8757 ,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 357.57 meters,,,,,,,,
Value for missing model data cannot be computed or out of model availability range: -999 ,,,,,,,,
Parameter(s): ,,,,,,,,
PS        MERRA-2 Surface Pressure (kPa) ,,,,,,,,
T2M       MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) ,,,,,,,,
WSC       MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) ,,,,,,,,
Message(s): ,,,,,,,,
Corrected Wind Speed has a custom surface implemented: Airport: flat rough grass (airportgrass) ,,,,,,,,
-END HEADER-,,,,,,,,
YEAR,MO,DY,HR,PS,T2M,WS10M,WS50M,WSC
2021,11,6,12,99.1,9.58,0.94,1.14,1.95
2021,11,6,13,99.05,10.7,1.54,1.84,2.98
2021,11,6,14,99.01,10.93,1.84,2.22,3.47
2021,11,6,15,98.97,10.35,1.78,2.54,3.28
2021,11,6,16,98.94,7.86,1.69,3.12,3.02
2021,11,6,17,98.93,5.97,2.15,3.97,3.71
2021,11,6,18,98.92,5.22,2.38,4.78,4
2021,11,6,19,98.9,4.11,2.65,5.48,4.36
2021,11,6,20,98.87,3.6,2.88,5.8,4.69
2021,11,6,21,98.85,3.73,3.15,5.53,5.16
2021,11,6,22,98.83,3.61,3.65,5.45,6
2021,11,6,23,98.8,2.39,2.96,5.21,4.89
2021,11,7,0,98.77,2.19,3.13,5.03,5.2
2021,11,7,1,98.72,0.73,2.69,4.97,4.48
2021,11,7,2,98.67,0.01,2.7,5.19,4.47
2021,11,7,3,98.62,-0.47,2.75,5.35,4.53
2021,11,7,4,98.57,-0.84,2.79,5.51,4.59
2021,11,7,5,98.56,-1.04,2.87,5.71,4.69
2021,11,7,6,98.55,-1.13,2.97,5.96,4.82
2021,11,7,7,98.52,-1.15,3.09,6.27,4.98
2021,11,7,8,98.5,0.69,3.48,6.24,5.61
2021,11,7,9,98.47,3.18,4.15,5.13,6.88
2021,11,7,10,98.43,5.75,3.76,4.42,6.38
2021,11,7,11,98.39,8.54,3.69,4.58,6.23
2021,11,7,12,98.35,10.8,3.93,4.96,6.56
2021,11,7,13,98.31,11.88,3.28,4.15,5.62
2021,11,7,14,98.27,12.12,2.71,3.58,4.74
2021,11,7,15,98.22,10.69,1.72,3.46,3.03
2021,11,7,16,98.2,7.3,2.32,4,4
2021,11,7,17,98.19,5.2,2.69,4.72,4.52
2021,11,7,18,98.19,4.37,2.83,5.44,4.65
2021,11,7,19,98.18,3.77,2.86,5.89,4.65
2021,11,7,20,98.18,3.3,2.79,5.96,4.52
2021,11,7,21,98.19,2.96,2.72,5.82,4.43
2021,11,7,22,98.18,2.74,2.71,5.58,4.43
2021,11,7,23,98.17,2.55,2.66,5.46,4.37
2021,11,8,0,98.15,2.39,2.63,5.43,4.32
2021,11,8,1,98.14,2.3,2.6,5.46,4.27
2021,11,8,2,98.13,2.14,2.55,5.43,4.19
2021,11,8,3,98.13,1.8,2.5,5.4,4.12
2021,11,8,4,98.13,1.51,2.47,5.32,4.08
2021,11,8,5,98.12,1.3,2.46,5.21,4.07
2021,11,8,6,98.12,1.29,2.72,5.13,4.51
2021,11,8,7,98.12,1.18,3.03,5.08,5.04
2021,11,8,8,98.15,2.13,3.15,4.77,5.28
2021,11,8,9,98.16,3.91,3.29,3.88,5.69
2021,11,8,10,98.16,6.23,2.9,3.36,5.13
2021,11,8,11,98.15,8.97,2.69,3.18,4.79
2021,11,8,12,98.13,11.08,2.35,2.76,4.28
2021,11,8,13,98.11,12.14,1.8,2.09,3.42
2021,11,8,14,98.09,12.54,1.26,1.49,2.52
2021,11,8,15,98.08,11.86,0.82,1.28,1.68
2021,11,8,16,98.08,9.87,1.28,1.84,2.47
2021,11,8,17,98.11,8.17,1.75,2.59,3.22
2021,11,8,18,98.13,6.93,2.08,3.24,3.7
2021,11,8,19,98.15,6.02,2.24,3.66,3.91
2021,11,8,20,98.16,5.42,2.2,3.83,3.81
2021,11,8,21,98.17,5.06,2.08,3.79,3.61
2021,11,8,22,98.18,5.04,1.96,3.63,3.43
2021,11,8,23,98.18,4.98,1.84,3.42,3.24
2021,11,9,0,98.18,4.88,1.72,3.21,3.06
2021,11,9,1,98.18,4.93,1.59,3.06,2.86
2021,11,9,2,98.18,4.95,1.52,2.75,2.76
2021,11,9,3,98.16,4.93,1.52,2.48,2.81
2021,11,9,4,98.14,4.69,1.4,2.4,2.6
2021,11,9,5,98.13,4.61,1.53,2.41,2.85
2021,11,9,6,98.13,4.4,1.53,2.52,2.82
2021,11,9,7,98.14,4.24,1.7,2.65,3.11
2021,11,9,8,98.18,4.58,1.8,2.65,3.3
2021,11,9,9,98.2,5.37,1.8,2.16,3.4
2021,11,9,10,98.22,6.4,1.5,1.72,2.93
2021,11,9,11,98.22,8.06,1.47,1.76,2.86
2021,11,9,12,98.2,9.92,1.76,2.15,3.33
2021,11,9,13,98.18,10.53,1.67,2.04,3.19
2021,11,9,14,98.15,10.58,1.77,2.22,3.33
2021,11,9,15,98.15,9.54,1.55,2.8,2.82
2021,11,9,16,98.16,6.73,2.01,4.06,3.45
2021,11,9,17,98.2,5.01,2.52,5.05,4.18
2021,11,9,18,98.23,3.81,2.64,4.97,4.41
2021,11,9,19,98.25,2.64,2.57,4.76,4.31
2021,11,9,20,98.25,2.48,2.64,4.33,4.49
2021,11,9,21,98.27,2.51,2.69,3.92,4.64
2021,11,9,22,98.28,1.89,2.11,3.75,3.66
2021,11,9,23,98.29,1.41,1.97,3.59,3.45
2021,11,10,0,98.3,1.62,1.85,3.24,3.29
2021,11,10,1,98.3,2.07,2.04,3.03,3.66
2021,11,10,2,98.3,2.26,2.09,2.87,3.78
2021,11,10,3,98.29,1.93,1.89,2.76,3.45
2021,11,10,4,98.29,1.74,2.15,2.74,3.92
2021,11,10,5,98.29,1.48,2.21,2.73,4.02
2021,11,10,6,98.31,1.16,2.29,2.8,4.16
2021,11,10,7,98.33,0.87,2.32,2.82,4.21
2021,11,10,8,98.36,0.95,2.51,3.04,4.5
2021,11,10,9,98.38,1.84,2.69,3.24,4.78
2021,11,10,10,98.39,3.31,2.51,2.95,4.52
2021,11,10,11,98.39,4.62,2.27,2.64,4.16
2021,11,10,12,98.37,5.64,2.03,2.35,3.79
2021,11,10,13,98.34,6.35,1.82,2.12,3.45
2021,11,10,14,98.33,6.58,1.66,1.95,3.19
2021,11,10,15,98.34,6.1,1.39,1.92,2.67
2021,11,10,16,98.35,4.08,1.43,2.38,2.66
2021,11,10,17,98.38,3.03,1.54,2.98,2.77
2021,11,10,18,98.39,3.77,1.58,3.09,2.84
2021,11,10,19,98.4,4.08,1.94,2.89,3.5
2021,11,10,20,98.41,4.17,1.92,2.81,3.49
2021,11,10,21,98.42,4.19,1.89,2.75,3.44
2021,11,10,22,98.43,4.26,1.79,2.58,3.3
2021,11,10,23,98.42,4.32,1.76,2.48,3.25
2021,11,11,0,98.41,4.37,1.85,2.57,3.41
2021,11,11,1,98.4,4.42,1.91,2.64,3.51
2021,11,11,2,98.38,4.44,1.93,2.65,3.54
2021,11,11,3,98.36,4.44,2.01,2.75,3.66
2021,11,11,4,98.36,4.48,2.1,2.91,3.79
2021,11,11,5,98.35,4.53,2.19,3.06,3.92
2021,11,11,6,98.34,4.58,2.19,3.11,3.92
2021,11,11,7,98.32,4.62,2.1,3.08,3.76
2021,11,11,8,98.3,4.74,2.09,2.88,3.78
2021,11,11,9,98.29,5.06,2.05,2.49,3.78
2021,11,11,10,98.26,5.59,2.02,2.35,3.76
2021,11,11,11,98.25,6.34,2.14,2.5,3.95
2021,11,11,12,98.23,7.12,2.32,2.76,4.22
2021,11,11,13,98.2,7.58,2.45,2.99,4.4
2021,11,11,14,98.16,7.55,2.4,2.99,4.31
2021,11,11,15,98.13,7.25,2.03,2.92,3.67
2021,11,11,16,98.12,6.78,1.64,2.97,2.95
2021,11,11,17,98.12,6.51,1.6,3.03,2.87
2021,11,11,18,98.09,6.39,1.74,3.04,3.12
2021,11,11,19,98.08,6.3,1.93,3.17,3.44
2021,11,11,20,98.05,6.23,2.19,3.45,3.86
2021,11,11,21,98.02,6.16,2.56,3.84,4.43
2021,11,11,22,97.97,5.91,2.48,4.2,4.24
2021,11,11,23,97.94,5.77,2.91,4.75,4.88
2021,11,12,0,97.89,5.58,3.21,4.94,5.36
2021,11,12,1,97.85,5.38,3.5,5.11,5.81
2021,11,12,2,97.81,5.04,3.55,5.07,5.9
2021,11,12,3,97.77,4.58,3.34,4.82,5.6
2021,11,12,4,97.74,4.16,3.46,4.8,5.8
2021,11,12,5,97.72,3.95,3.94,5.39,6.48
2021,11,12,6,97.7,3.84,3.95,5.38,6.5
2021,11,12,7,97.67,3.8,3.85,5.33,6.35
2021,11,12,8,97.65,4.22,4.17,5.49,6.84
2021,11,12,9,97.63,5.44,4.85,6.48,7.76
2021,11,12,10,97.61,6.58,5.16,6.82,8.21
2021,11,12,11,97.59,7.33,5.54,7.32,8.72
2021,11,12,12,97.57,7.9,5.9,7.94,9.17
2021,11,12,13,97.55,7.96,5.66,7.56,8.86
2021,11,12,14,97.55,7.83,5.08,6.94,8.05
2021,11,12,15,97.57,7.7,4.67,6.69,7.45
2021,11,12,16,97.6,7.44,4.31,6.8,6.86
2021,11,12,17,97.64,7.01,4.08,7.02,6.45
2021,11,12,18,97.69,6.69,3.99,7.18,6.3
2021,11,12,19,97.7,6.05,3.49,6.91,5.53
2021,11,12,20,97.72,5.55,3.53,7.1,5.58
2021,11,12,21,97.74,5.05,3.42,6.92,5.42
2021,11,12,22,97.75,4.7,3.36,6.75,5.36
2021,11,12,23,97.77,4.28,3.05,6.16,4.92
2021,11,13,0,97.78,4.04,2.95,5.95,4.79
2021,11,13,1,97.78,3.78,2.7,5.43,4.44
2021,11,13,2,97.79,3.98,2.62,5.21,4.34
2021,11,13,3,97.78,4.26,3.12,4.73,5.23
2021,11,13,4,97.78,4.47,3.18,4.27,5.42
2021,11,13,5,97.77,4.22,3.15,4.11,5.41
2021,11,13,6,97.75,3.73,3.36,4.23,5.74
2021,11,13,7,97.74,3.33,3.32,4.1,5.7
2021,11,13,8,97.75,3.21,3.34,4.06,5.73
2021,11,13,9,97.74,3.5,3.53,4.32,6
2021,11,13,10,97.73,4.5,4.07,5.12,6.75
2021,11,13,11,97.7,5.86,4.17,5.09,6.92
2021,11,13,12,97.66,7.04,4.21,5.15,6.99
2021,11,13,13,97.61,8.11,4.44,5.64,7.27
2021,11,13,14,97.56,8.4,4.29,5.62,7.03
2021,11,13,15,97.51,8.19,3.97,5.76,6.47
2021,11,13,16,97.48,6.93,3.32,6.29,5.34
2021,11,13,17,97.48,6.65,3.65,6.95,5.78
2021,11,13,18,97.49,7.26,4.35,7.14,6.87
2021,11,13,19,97.5,7.58,4.55,7.04,7.19
2021,11,13,20,97.51,7.74,4.55,7.01,7.2
2021,11,13,21,97.52,7.71,4.51,7.19,7.11
2021,11,13,22,97.55,7.72,4.67,7.41,7.34
2021,11,13,23,97.59,7.71,4.33,7.01,6.85
2021,11,14,0,97.61,7.69,4.03,6.73,6.42
2021,11,14,1,97.61,7.7,3.91,6.58,6.24
2021,11,14,2,97.62,7.65,3.79,6.44,6.08
2021,11,14,3,97.61,7.5,3.75,6.39,6.01
2021,11,14,4,97.61,7.44,3.73,6.19,6.02
2021,11,14,5,97.62,7.35,3.77,6.13,6.1
2021,11,14,6,97.63,7.22,3.87,6.11,6.25
2021,11,14,7,97.64,7.08,3.95,6.06,6.39
2021,11,14,8,97.66,7.19,4.2,5.89,6.83
2021,11,14,9,97.68,7.83,4.47,5.89,7.27
2021,11,14,10,97.68,8.85,4.41,5.64,7.21
2021,11,14,11,97.67,10.07,4.39,5.55,7.21
2021,11,14,12,97.64,11.18,4.61,6.01,7.47
2021,11,14,13,97.6,12.01,4.65,6.18,7.5
2021,11,14,14,97.55,12.41,4.35,6.09,7.04
2021,11,14,15,97.52,11.71,3.38,6.24,5.45
2021,11,14,16,97.5,9.9,3.25,7,5.15
2021,11,14,17,97.48,8.88,3.39,7.2,5.35
2021,11,14,18,97.46,8.23,3.41,7.2,5.37
2021,11,14,19,97.43,7.8,3.58,7.51,5.61
2021,11,14,20,97.41,7.58,3.8,7.8,5.92
2021,11,14,21,97.39,7.58,4.07,7.99,6.31
2021,11,14,22,97.37,7.45,4.29,8.15,6.64
2021,11,14,23,97.35,7.21,4.44,8.3,6.86
2021,11,15,0,97.33,7.02,4.56,8.3,7.04
2021,11,15,1,97.31,7.27,4.82,8.07,7.48
2021,11,15,2,97.29,7.26,4.73,7.74,7.38
2021,11,15,3,97.28,7,4.53,7.56,7.09
2021,11,15,4,97.26,6.69,4.43,7.57,6.93
2021,11,15,5,97.23,6.4,4.36,7.6,6.82
2021,11,15,6,97.2,6.33,4.41,7.59,6.89
2021,11,15,7,97.18,6.47,4.51,7.44,7.07
2021,11,15,8,97.19,6.85,4.74,7.1,7.49
2021,11,15,9,97.16,7.52,4.89,6.64,7.81
2021,11,15,10,97.12,8.38,4.82,6.25,7.77
2021,11,15,11,97.06,9.39,5.16,6.65,8.24
2021,11,15,12,96.98,10.65,5.69,7.45,8.92
2021,11,15,13,96.91,11.75,5.97,7.98,9.27
2021,11,15,14,96.84,11.94,5.65,8.09,8.76
2021,11,15,15,96.76,11.55,5.74,8.68,8.8
2021,11,15,16,96.69,10.72,6.15,9.57,9.3
2021,11,15,17,96.61,9.9,6.76,10.24,10.11
2021,11,15,18,96.53,9.26,7.26,10.64,10.79
2021,11,15,19,96.49,8.97,7.39,10.76,10.97
2021,11,15,20,96.47,8.83,7.1,10.39,10.6
2021,11,15,21,96.45,8.62,6.8,10.02,10.2
2021,11,15,22,96.44,8.39,6.37,9.27,9.67
2021,11,15,23,96.43,8.38,6.01,8.94,9.17
2021,11,16,0,96.45,8.71,5.33,8.11,8.26
2021,11,16,1,96.46,8.52,4.07,6.73,6.49
2021,11,16,2,96.5,8.35,3.83,6.19,6.18
2021,11,16,3,96.56,8.15,4.1,6.12,6.62
2021,11,16,4,96.61,7.73,4.23,6.14,6.84
2021,11,16,5,96.66,7.23,4.71,6.8,7.49
2021,11,16,6,96.72,6.76,5.43,8.13,8.41
2021,11,16,7,96.78,6.56,5.66,8.43,8.72
2021,11,16,8,96.85,6.8,6.06,9.07,9.23
2021,11,16,9,96.91,7.53,6.06,8.32,9.35
2021,11,16,10,96.97,8.53,6.65,9.07,10.13
2021,11,16,11,97.04,9.35,7.37,10,11.07
2021,11,16,12,97.08,10.01,7.36,9.89,11.06
2021,11,16,13,97.13,10.39,7.02,9.47,10.62
2021,11,16,14,97.18,10.39,6.32,8.65,9.69
2021,11,16,15,97.22,9.65,4.87,7.45,7.64
2021,11,16,16,97.27,8.49,4.32,7.62,6.75
2021,11,16,17,97.35,8.13,4.49,7.65,7.02
2021,11,16,18,97.44,7.98,4.33,7.07,6.85
2021,11,16,19,97.52,8.05,4.93,8.03,7.64
2021,11,16,20,97.6,7.9,4.82,7.83,7.5
2021,11,16,21,97.69,7.69,4.5,7.19,7.1
2021,11,16,22,97.75,7.37,4.23,7.34,6.65
2021,11,16,23,97.81,7.04,4.38,7.74,6.83
2021,11,17,0,97.86,6.84,4.23,7.47,6.64
2021,11,17,1,97.89,6.77,4.36,7.53,6.84
2021,11,17,2,97.9,6.71,4.57,7.66,7.14
2021,11,17,3,97.92,6.62,4.47,7.39,7.01
2021,11,17,4,97.94,6.44,4.41,7.12,6.96
2021,11,17,5,97.96,6.36,4.69,7.36,7.37
2021,11,17,6,97.98,6.48,4.63,6.99,7.33
2021,11,17,7,98.01,6.68,4.76,7.13,7.52
2021,11,17,8,98.04,7.08,5.62,8.12,8.71
2021,11,17,9,98.06,7.4,5.81,8.07,9.01
2021,11,17,10,98.08,7.62,6,8.36,9.25
2021,11,17,11,98.1,7.77,6.32,8.7,9.69
2021,11,17,12,98.11,7.97,6.46,8.95,9.85
2021,11,17,13,98.12,8.19,6.1,8.36,9.41
2021,11,17,14,98.14,8.4,5.85,8.08,9.06
2021,11,17,15,98.17,8.47,5.5,7.88,8.56
2021,11,17,16,98.2,8.33,5.17,7.82,8.06
2021,11,17,17,98.23,8.22,5.06,7.79,7.89
2021,11,17,18,98.26,7.96,4.84,7.79,7.55
2021,11,17,19,98.28,7.69,4.73,7.85,7.36
2021,11,17,20,98.31,7.55,4.49,7.63,7.03
2021,11,17,21,98.33,7.38,4.15,7.35,6.52
2021,11,17,22,98.35,7.15,4,7.31,6.29
2021,11,17,23,98.36,6.99,3.81,7,6.04
2021,11,18,0,98.36,6.8,3.43,6.54,5.49
2021,11,18,1,98.37,6.56,3.16,6.3,5.09
2021,11,18,2,98.37,6.44,3.12,6.33,5.01
2021,11,18,3,98.37,6.33,3.02,6.18,4.87
2021,11,18,4,98.36,6.19,2.98,6.15,4.8
2021,11,18,5,98.36,6.12,2.92,6.08,4.73
2021,11,18,6,98.36,6.14,2.96,6.06,4.79
2021,11,18,7,98.36,6.08,2.96,6.07,4.8
2021,11,18,8,98.35,6.48,3.31,6.1,5.36
2021,11,18,9,98.34,7.46,3.94,5.63,6.44
2021,11,18,10,98.32,8.23,4.24,5.75,6.91
2021,11,18,11,98.27,8.94,5,6.8,7.95
2021,11,18,12,98.2,9.49,5.24,7.05,8.29
2021,11,18,13,98.12,10.13,5.22,7.02,8.27
2021,11,18,14,98.05,10.48,4.89,6.69,7.79
2021,11,18,15,97.97,9.76,3.6,6.3,5.79
2021,11,18,16,97.91,7.26,3.21,6.76,5.11
2021,11,18,17,97.85,6.23,3.58,7.5,5.62
2021,11,18,18,97.81,5.88,4.05,8.11,6.27
2021,11,18,19,97.75,5.6,4.58,8.56,7.03
2021,11,18,20,97.7,5.44,5.15,8.89,7.88
2021,11,18,21,97.65,5.32,5.56,9.13,8.46
2021,11,18,22,97.59,5.27,5.83,9.34,8.84
2021,11,18,23,97.53,5.35,6.02,9.41,9.12
2021,11,19,0,97.46,5.54,6.15,9.29,9.34
2021,11,19,1,97.4,5.65,6.1,9.04,9.3
2021,11,19,2,97.35,5.83,6.13,9.19,9.32
2021,11,19,3,97.3,6.79,6.61,9.73,9.97
2021,11,19,4,97.28,7.11,6.31,9.05,9.62
2021,11,19,5,97.29,7.15,5.96,8.54,9.16
2021,11,19,6,97.34,7.24,5.23,7.68,8.17
2021,11,19,7,97.36,7.18,5.09,7.88,7.92
2021,11,19,8,97.4,7.15,5.66,8.6,8.68
2021,11,19,9,97.41,7.38,6,8.58,9.21
2021,11,19,10,97.45,7.73,7.29,10.1,10.92
2021,11,19,11,97.49,7.99,8.37,11.3,12.33
2021,11,19,12,97.51,8.44,8.85,11.98,12.94
2021,11,19,13,97.5,8.49,8.77,11.94,12.82
2021,11,19,14,97.5,8.01,7.88,10.73,11.7
2021,11,19,15,97.54,7.27,6.84,9.79,10.3
2021,11,19,16,97.61,6.51,6.37,9.45,9.64
2021,11,19,17,97.72,6.1,5.82,8.55,8.94
2021,11,19,18,97.87,5.26,5.52,8.39,8.51
2021,11,19,19,98.02,4.19,5.2,8.03,8.07
2021,11,19,20,98.14,3.08,4.51,7.34,7.1
2021,11,19,21,98.21,1.94,3.57,6.55,5.72
2021,11,19,22,98.25,1.06,3.28,6.34,5.28
2021,11,19,23,98.32,0.69,3.53,6.29,5.68
2021,11,20,0,98.39,0.54,3.9,6.31,6.27
2021,11,20,1,98.43,0.77,4.45,6.43,7.14
2021,11,20,2,98.46,0.87,4.71,6.54,7.54
2021,11,20,3,98.48,0.84,4.63,6.35,7.44
2021,11,20,4,98.5,0.8,4.42,5.99,7.17
2021,11,20,5,98.53,0.8,4.02,5.46,6.61
2021,11,20,6,98.57,0.83,4.21,5.85,6.85
2021,11,20,7,98.62,0.94,4.36,5.95,7.07
2021,11,20,8,98.69,1.24,4.69,6.32,7.55
2021,11,20,9,98.75,1.62,4.75,6.18,7.66
2021,11,20,10,98.78,1.97,4.8,6.26,7.74
2021,11,20,11,98.82,2.37,5.07,6.61,8.09
2021,11,20,12,98.85,2.76,5.07,6.65,8.09
2021,11,20,13,98.86,3.16,4.85,6.41,7.79
2021,11,20,14,98.86,3.4,4.31,5.74,7.02
2021,11,20,15,98.89,3.37,3.31,4.98,5.51
2021,11,20,16,98.92,2.52,2.37,4.81,3.98
2021,11,20,17,98.95,1.79,2.27,4.78,3.81
2021,11,20,18,99,1.48,2.3,4.69,3.86
2021,11,20,19,99.07,1.28,2.17,4.26,3.7
2021,11,20,20,99.07,0.99,2.02,3.88,3.5
2021,11,20,21,99.05,0.55,2.1,3.96,3.62
2021,11,20,22,99.05,0.24,2.29,4.29,3.91
2021,11,20,23,99.09,0.31,2.64,4.32,4.49
2021,11,21,0,99.07,0.33,2.57,4.33,4.37
2021,11,21,1,99.06,0.36,3.16,4.35,5.38
2021,11,21,2,99.05,0.18,3.36,4.43,5.7
2021,11,21,3,99.03,0.17,3.61,4.57,6.09
2021,11,21,4,98.99,0.08,3.83,4.95,6.38
2021,11,21,5,98.96,-0.19,4.08,5.3,6.73
2021,11,21,6,98.92,-0.45,4.61,5.99,7.48
2021,11,21,7,98.9,-0.77,4.78,6.22,7.71
2021,11,21,8,98.89,-0.76,5.33,6.87,8.46
2021,11,21,9,98.88,-0.27,5.61,6.99,8.88
2021,11,21,10,98.86,0.66,6.2,7.97,9.62
2021,11,21,11,98.81,1.69,6.79,8.79,10.4
2021,11,21,12,98.73,2.55,7.11,9.26,10.79
2021,11,21,13,98.66,3.27,7.27,9.47,11.01
2021,11,21,14,98.61,3.68,7.11,9.37,10.77
2021,11,21,15,98.57,3.44,6.59,9.14,10.03
2021,11,21,16,98.56,2.77,6.28,9.15,9.56
2021,11,21,17,98.55,2.41,6.32,9.09,9.63
2021,11,21,18,98.53,2.16,6.6,9.39,10
2021,11,21,19,98.49,2.08,6.67,9.28,10.13
2021,11,21,20,98.45,1.99,6.38,8.81,9.76
2021,11,21,21,98.41,1.88,6.43,8.94,9.81
2021,11,21,22,98.38,1.93,6.25,8.61,9.59
2021,11,21,23,98.36,2.28,6.22,8.66,9.55
2021,11,22,0,98.34,2.31,5.78,7.72,9.03
2021,11,22,1,98.31,2.4,5.65,7.76,8.82
2021,11,22,2,98.26,2.4,5.59,7.58,8.75
2021,11,22,3,98.22,2.55,5.9,8.11,9.13
2021,11,22,4,98.19,2.34,5.51,7.34,8.66
2021,11,22,5,98.16,2.19,5.65,7.52,8.84
2021,11,22,6,98.15,2.43,6.14,8.4,9.46
2021,11,22,7,98.15,2.56,6.2,8.5,9.54
2021,11,22,8,98.16,3.07,6.65,9.2,10.11
2021,11,22,9,98.16,3.58,6.65,9.14,10.12
2021,11,22,10,98.17,4.14,6.61,8.92,10.1
2021,11,22,11,98.16,4.64,6.49,8.63,9.96
2021,11,22,12,98.13,4.94,6.11,8.37,9.41
2021,11,22,13,98.12,5.13,5.58,7.74,8.71
2021,11,22,14,98.12,5.27,4.92,6.96,7.8
2021,11,22,15,98.11,5.25,4.13,6.18,6.66
2021,11,22,16,98.12,5.07,3.87,5.96,6.28
2021,11,22,17,98.13,4.93,3.73,5.74,6.08
2021,11,22,18,98.15,4.8,3.62,5.48,5.95
2021,11,22,19,98.16,4.65,3.7,5.47,6.08
2021,11,22,20,98.16,4.72,4.12,6.16,6.65
2021,11,22,21,98.15,4.8,4.16,6.32,6.68
2021,11,22,22,98.15,4.84,4.22,6.55,6.75
2021,11,22,23,98.14,4.82,4.26,6.74,6.78
2021,11,23,0,98.13,4.87,4.28,6.76,6.81
2021,11,23,1,98.11,4.76,3.93,6.35,6.32
2021,11,23,2,98.12,4.61,3.92,6.42,6.28
2021,11,23,3,98.11,4.29,3.76,6.4,6.03
2021,11,23,4,98.11,3.86,3.7,6.59,5.91
2021,11,23,5,98.13,3.48,3.74,6.84,5.94
2021,11,23,6,98.16,3.07,3.94,7.42,6.18
2021,11,23,7,98.2,2.79,4.14,7.66,6.46
2021,11,23,8,98.26,2.65,4.17,7.09,6.58
2021,11,23,9,98.33,3.28,4.46,6.18,7.2
2021,11,23,10,98.38,3.9,4.47,5.73,7.3
2021,11,23,11,98.42,4.65,4.93,6.46,7.91
2021,11,23,12,98.44,5.17,4.91,6.34,7.9
2021,11,23,13,98.45,5.55,4.62,6.02,7.48
2021,11,23,14,98.45,5.77,4.05,5.43,6.67
2021,11,23,15,98.45,5.03,2.74,5.07,4.55
2021,11,23,16,98.47,2.93,2.69,5.42,4.42
2021,11,23,17,98.5,2.08,2.83,5.59,4.63
2021,11,23,18,98.54,1.44,2.82,5.48,4.63
2021,11,23,19,98.56,0.73,2.81,5.41,4.63
2021,11,23,20,98.58,0.05,2.88,5.56,4.73
2021,11,23,21,98.58,-0.2,2.95,5.77,4.8
2021,11,23,22,98.6,-0.22,2.82,5.55,4.63
2021,11,23,23,98.6,-0.24,2.9,5.47,4.77
2021,11,24,0,98.57,0.19,3.34,5.74,5.45
2021,11,24,1,98.51,0.52,3.75,5.63,6.14
2021,11,24,2,98.46,0.6,4.1,5.42,6.74
2021,11,24,3,98.4,0.35,4.09,5.2,6.77
2021,11,24,4,98.34,0.44,4.11,5.3,6.78
2021,11,24,5,98.32,0.96,4.1,5.39,6.75
2021,11,24,6,98.31,1.38,4.1,5.53,6.73
2021,11,24,7,98.32,1.65,4.19,5.65,6.84
2021,11,24,8,98.33,1.88,4.17,5.53,6.84
2021,11,24,9,98.32,2.44,4.29,5.52,7.04
2021,11,24,10,98.3,3.12,4.17,5.22,6.9
2021,11,24,11,98.26,3.87,4.32,5.58,7.08
2021,11,24,12,98.2,4.19,4.46,5.78,7.27
2021,11,24,13,98.15,4.33,4.13,5.27,6.82
2021,11,24,14,98.1,4.19,3.81,4.92,6.37
2021,11,24,15,98.06,3.61,3.21,4.57,5.41
2021,11,24,16,98.04,2.64,2.43,4.48,4.11
2021,11,24,17,98.02,2.19,2.36,4.59,3.98
2021,11,24,18,98.01,1.82,2.37,4.65,3.99
2021,11,24,19,97.98,1.47,2.4,4.65,4.05
2021,11,24,20,97.94,1.18,2.4,4.66,4.04
2021,11,24,21,97.9,0.74,2.43,4.84,4.06
2021,11,24,22,97.86,0.14,2.55,5.08,4.23
2021,11,24,23,97.82,0.1,2.61,5.41,4.29
2021,11,25,0,97.79,0.13,2.8,5.43,4.6
2021,11,25,1,97.74,0.2,3.12,5.57,5.1
2021,11,25,2,97.72,0.12,3.32,5.71,5.43
2021,11,25,3,97.7,-0.21,3.26,5.71,5.32
2021,11,25,4,97.68,-0.17,3.59,5.8,5.84
2021,11,25,5,97.67,-0.15,3.74,5.72,6.11
2021,11,25,6,97.66,-0.21,3.74,5.6,6.13
2021,11,25,7,97.64,-0.33,3.79,5.58,6.21
2021,11,25,8,97.64,-0.36,3.83,5.41,6.31
2021,11,25,9,97.65,0.34,4.7,6.14,7.58
2021,11,25,10,97.65,1.85,5.01,6.29,8.07
2021,11,25,11,97.63,3.36,4.96,6.1,8.03
2021,11,25,12,97.61,4.57,4.84,5.95,7.85
2021,11,25,13,97.58,5.25,4.73,5.9,7.69
2021,11,25,14,97.59,5.1,4.61,5.96,7.48
2021,11,25,15,97.61,3.64,3.53,5.72,5.76
2021,11,25,16,97.64,0.76,2.99,6.21,4.83
2021,11,25,17,97.66,-0.2,3.28,6.63,5.23
2021,11,25,18,97.68,0.35,4.21,6.58,6.73
2021,11,25,19,97.68,0.65,4.57,6.34,7.35
